zero,Coffeemaker,Blender,Microwave,Toaster,Washing,Iron,Dishwasher,Electricboiler,Dryer,TV,Computer,Heater,AC
,22,16,7,20,45,65,4,31,29,50,6,32,13
,6,3,48,5,38,138,19,41,50,12,36,13,74
,11,18,8,16,7,135,12,49,54,51,14,80,31
,17,11,47,8,36,137,12,7,47,80,27,31,84
,13,21,49,2,40,65,20,7,74,65,67,72,41
,14,14,19,13,32,91,3,6,26,28,50,38,55
,1,19,4,13,19,24,3,32,45,2,72,55,44
,20,1,12,5,28,76,13,17,24,82,70,72,43
,22,28,17,3,50,32,17,42,70,6,6,12,83
,4,15,8,7,38,95,6,42,12,24,60,30,28
,12,17,22,18,49,111,8,30,35,84,53,61,49
,17,23,28,9,52,69,21,5,51,75,30,22,37
,3,1,39,18,51,88,19,44,61,49,83,30,74
,7,9,49,17,26,49,5,37,57,43,44,27,58
,13,12,11,20,6,68,6,39,36,53,26,79,56
,6,26,46,14,5,101,9,2,37,55,49,64,19
,10,30,7,12,53,16,13,35,70,57,85,25,83
,23,14,14,16,52,44,18,9,56,38,50,74,59
,16,17,15,20,7,43,16,27,2,5,37,64,43
,3,13,16,9,43,126,15,18,11,72,47,26,58
,3,18,10,5,56,28,8,23,2,18,39,67,51
,9,3,38,11,35,79,10,5,39,14,66,71,81
,14,2,8,9,1,9,24,1,75,4,46,4,19
,15,14,45,12,21,119,11,12,67,26,50,60,5
,25,7,1,18,46,18,17,31,29,38,33,8,47
,18,19,48,12,23,146,5,19,2,71,21,62,64
,18,18,20,17,56,32,6,33,71,55,45,66,20
,4,28,17,8,35,99,17,2,31,14,28,56,25
,20,5,24,14,44,63,21,12,25,25,26,44,63
,3,13,26,17,4,83,16,3,19,44,23,67,4
,17,14,31,8,53,121,2,16,24,67,40,38,26
,9,27,36,4,45,75,2,47,56,61,61,64,85
,13,10,8,7,30,131,17,45,9,74,42,63,39
,17,9,16,14,33,150,21,32,42,76,44,78,19
,10,20,9,12,56,146,22,50,57,19,21,83,57
,17,12,5,9,46,54,13,28,33,83,6,44,32
,18,28,24,3,48,19,18,7,28,57,59,58,34
,8,8,24,18,1,48,15,3,44,49,37,83,82
,14,5,19,7,25,111,19,38,51,74,6,9,65
,8,18,1,3,11,94,21,44,25,64,25,63,10
,22,9,31,14,8,124,25,14,69,50,18,7,54
,3,23,19,16,24,14,12,50,14,62,75,14,70
,19,2,40,11,24,107,20,43,15,35,66,40,83
,8,26,22,1,40,82,3,1,25,58,72,59,30
,1,9,20,16,35,2,6,20,13,12,61,22,23
,1,15,29,12,21,99,21,38,48,31,39,83,61
,10,13,5,18,2,35,16,23,38,6,55,3,82
,18,7,5,19,9,73,23,22,59,30,50,63,54
,24,5,34,19,53,138,9,20,32,13,27,5,33
,10,4,37,4,2,137,20,22,68,3,12,60,35
,5,7,19,7,49,84,6,12,6,38,21,5,40
,2,12,25,13,1,4,23,36,4,23,39,66,54
,12,21,1,1,49,93,8,26,64,55,1,36,71
,6,27,14,8,41,127,13,37,71,49,77,9,36
,19,3,15,7,12,4,2,29,12,9,64,53,15
,4,8,15,8,9,71,23,47,56,60,17,51,46
,2,5,3,14,42,78,2,41,54,7,68,29,71
,10,11,37,5,36,147,17,38,47,9,67,25,23
,23,1,14,20,8,105,24,5,55,37,31,71,53
,8,30,33,7,4,21,6,44,61,8,64,51,65
,3,13,11,7,1,131,22,7,23,53,79,24,50
,10,15,5,15,20,46,25,5,11,54,11,29,14
,1,25,38,3,49,115,17,3,45,55,31,41,21
,10,26,27,15,35,24,24,28,8,73,38,41,42
,24,25,11,9,25,4,14,14,39,20,14,8,34
,8,18,40,17,27,40,15,28,66,2,6,50,34
,6,7,1,5,26,146,20,25,62,3,59,65,17
,8,21,6,20,44,118,11,22,71,62,71,27,16
,5,30,34,6,48,141,25,10,21,5,66,85,64
,22,1,25,3,54,89,2,48,75,56,57,33,31
,25,12,29,11,5,38,1,3,75,47,42,1,30
,25,25,36,11,55,146,22,8,57,46,25,76,46
,23,20,49,12,45,126,25,18,44,78,21,79,83
,10,30,19,6,29,11,17,3,52,72,34,25,35
,21,2,30,19,36,49,1,15,71,56,33,81,33
,1,3,32,6,4,141,21,11,17,80,45,82,10
,12,7,33,7,16,74,23,45,25,4,70,39,18
,23,26,14,10,25,132,23,18,15,18,19,17,13
,22,21,14,19,45,36,16,33,46,26,13,36,64
,11,27,33,17,58,112,23,19,64,9,65,64,28
,11,13,28,16,30,64,25,18,72,76,47,28,23
,16,21,24,9,50,24,24,20,75,60,25,41,40
,23,18,24,1,39,145,22,3,6,47,59,28,5
,9,26,5,9,35,31,21,3,72,81,49,45,22
,2,27,49,4,55,63,14,26,49,64,71,59,44
,2,7,29,5,4,138,18,35,7,11,55,56,67
,5,1,40,19,32,98,24,33,73,43,75,68,20
,20,30,19,17,44,134,17,6,49,31,19,65,62
,17,24,46,9,3,24,1,32,62,10,23,8,24
,6,7,10,4,45,142,6,15,3,71,81,46,83
,1,15,30,3,11,82,11,32,61,13,41,65,28
,9,19,30,20,12,4,3,3,2,69,11,3,59
,24,1,19,8,19,77,9,11,16,47,71,74,67
,23,2,31,2,52,37,5,24,55,52,78,51,5
,20,14,50,4,31,146,25,18,2,56,75,83,10
,13,26,36,16,10,49,1,32,41,39,54,14,70
,14,4,26,9,22,126,2,14,23,31,22,30,44
,2,2,14,17,48,2,9,9,73,6,48,5,60
,8,7,35,5,43,54,12,50,63,33,32,72,56
,8,17,36,15,53,35,25,41,34,74,75,2,81
,13,6,19,16,33,110,2,46,64,6,85,32,58
,25,17,7,4,30,25,17,43,66,10,44,63,60
,18,3,17,3,53,10,23,9,71,69,38,23,12
,22,23,30,17,55,103,12,12,66,14,20,14,20
,7,4,26,15,28,7,14,38,24,45,59,12,10
,20,14,27,20,18,83,12,50,44,77,36,83,57
,6,5,4,18,37,7,23,29,69,65,54,11,83
,15,12,37,18,57,90,9,11,46,62,18,72,56
,10,21,36,15,4,140,5,49,70,4,72,29,79
,13,17,8,20,31,137,12,29,51,85,79,83,67
,1,11,23,14,20,138,16,31,39,16,83,7,77
,6,13,33,8,13,20,2,13,71,24,70,72,77
,13,27,49,3,28,71,7,33,65,34,60,55,34
,10,7,19,10,1,120,24,40,11,70,17,41,40
,13,11,36,18,27,78,12,42,67,15,65,1,58
,13,17,15,8,29,74,5,1,67,35,41,61,38
,6,13,29,14,50,127,4,24,34,40,44,8,50
,23,21,36,16,56,95,9,28,19,67,10,74,42
,21,2,7,10,14,101,11,2,12,84,52,82,31
,15,8,21,12,22,140,14,25,1,81,42,71,13
,3,12,5,13,43,98,4,32,1,29,39,85,82
,22,16,32,1,33,22,5,11,38,14,46,32,68
,16,5,43,4,33,31,23,21,54,11,4,25,76
,9,7,22,1,59,69,19,21,65,32,14,49,3
,6,6,17,15,45,111,12,33,73,12,78,20,30
,1,24,30,15,18,27,17,39,27,7,40,47,14
,12,29,40,18,15,93,15,5,65,74,49,2,28
,13,30,30,19,50,101,21,19,11,35,38,8,44
,12,16,28,20,5,17,23,39,56,9,82,71,14
,18,27,46,16,43,52,25,44,53,22,36,8,1
,23,16,41,11,47,114,15,33,67,36,45,49,85
,7,26,2,10,37,57,3,44,9,12,85,79,68
,4,5,46,11,52,105,23,40,39,61,75,21,78
,11,20,32,17,44,79,10,17,29,82,2,47,60
,2,25,34,11,44,69,23,35,54,48,85,76,50
,19,14,1,19,18,43,2,10,38,79,8,43,58
,1,30,1,7,33,126,3,25,29,2,8,36,57
,7,20,8,3,3,60,5,42,69,23,14,18,46
,11,14,7,10,50,130,4,34,48,43,58,8,68
,11,24,16,12,12,2,10,27,65,15,53,59,51
,5,18,33,8,26,42,18,12,3,54,68,54,52
,10,29,27,3,48,90,6,50,43,19,79,80,84
,10,25,26,17,16,101,9,50,11,73,60,45,30
,20,2,9,9,33,115,18,31,22,80,26,24,9
,5,2,36,1,33,60,18,48,61,78,3,62,28
,3,11,7,10,46,96,9,19,30,53,33,44,43
,16,6,12,11,47,114,9,2,1,19,7,5,7
,14,6,50,19,57,130,8,8,33,35,72,7,19
,1,20,20,19,53,15,7,8,62,13,64,56,18
,14,13,27,10,10,112,23,12,25,56,5,65,83
,6,12,37,16,55,50,7,26,61,18,5,72,56
,7,14,15,6,28,26,13,26,38,36,61,56,75
,5,27,1,6,33,26,2,3,64,12,44,13,84
,19,14,27,8,57,54,9,20,11,30,28,49,22
,7,27,6,19,20,89,14,28,10,82,39,5,12
,15,23,7,6,53,100,20,45,73,62,6,68,8
,22,8,18,16,16,91,15,7,42,6,77,80,63
,24,18,49,16,51,127,8,37,67,5,3,33,16
,4,10,4,3,26,76,23,41,6,7,76,31,28
,13,29,6,17,47,128,12,18,73,71,10,57,4
,11,14,19,7,29,48,3,4,67,4,19,36,28
,22,17,43,10,54,67,2,39,28,78,80,21,46
,5,4,3,10,17,2,8,40,72,83,13,15,28
,22,4,22,15,33,54,16,17,26,62,46,29,64
,6,20,32,3,40,83,10,45,11,12,71,41,80
,9,22,47,20,31,14,9,27,9,54,22,8,46
,5,6,19,20,24,10,18,19,47,27,41,19,6
,6,25,34,17,23,29,22,7,43,80,10,81,14
,23,6,34,15,44,89,7,17,29,8,84,24,47
,2,3,45,4,36,84,25,45,4,26,3,6,3
,4,2,1,7,2,100,9,19,17,53,60,18,49
,23,21,25,20,5,4,12,46,25,6,48,34,70
,3,29,2,15,53,22,24,3,4,25,26,59,5
,2,19,44,4,3,77,10,15,63,74,48,47,37
,1,14,13,8,23,5,11,32,13,77,55,49,79
,7,18,2,15,34,100,18,5,28,47,50,18,8
,23,26,1,16,1,89,7,34,28,36,28,61,41
,9,21,44,17,16,20,13,24,18,7,47,38,2
,8,11,15,11,17,43,7,37,43,68,19,27,74
,17,19,42,9,8,25,3,34,61,80,24,3,82
,17,6,32,20,51,93,25,46,75,36,16,55,32
,13,6,36,12,26,20,9,24,7,7,43,21,83
,14,3,6,6,60,133,10,13,24,69,63,67,75
,6,20,45,4,22,85,21,4,12,63,32,1,22
,10,10,47,4,30,82,12,18,17,57,25,47,41
,12,15,9,2,23,31,25,41,13,17,79,79,11
,8,30,20,7,5,89,23,6,35,80,58,38,26
,14,1,35,19,7,136,7,43,50,67,1,15,3
,9,14,31,9,53,112,4,34,11,70,14,29,51
,5,18,49,19,33,10,13,2,3,32,37,44,45
,24,1,21,4,15,116,24,42,32,80,77,78,13
,10,8,40,12,51,144,5,33,3,84,38,23,81
,1,4,8,7,52,148,7,17,51,43,22,58,66
,17,30,1,4,7,147,18,31,59,79,63,15,68
,14,7,48,18,24,130,5,37,37,77,33,48,12
,25,9,19,6,29,56,6,20,9,34,84,51,60
,1,30,24,8,15,1,9,26,52,75,34,2,9
,3,15,34,17,38,41,12,10,25,79,55,41,1
,15,14,32,11,36,143,1,28,15,30,41,43,48
,9,21,1,9,17,4,24,33,2,11,7,30,18
,10,24,35,9,3,127,16,43,8,14,34,74,80
,13,13,47,3,19,41,7,32,67,63,68,47,64
,21,2,36,9,37,18,9,26,24,6,22,48,9
,16,20,26,1,50,56,10,35,39,82,29,57,53
,19,30,15,12,26,116,24,30,41,44,38,71,73
,2,20,47,16,26,28,25,10,26,12,6,69,5
,9,22,32,10,38,17,10,20,47,53,65,29,67
,9,10,20,19,47,77,5,20,63,43,63,85,84
,18,30,48,16,41,2,13,24,37,44,32,62,21
,4,10,23,14,46,148,8,50,41,27,35,8,64
,17,6,19,13,28,100,19,30,75,33,21,11,42
,18,2,35,10,54,90,7,14,31,68,61,22,3
,14,1,25,16,8,116,7,5,63,24,15,14,54
,23,9,19,11,25,17,11,17,4,52,37,1,10
,1,30,16,16,10,150,21,10,63,33,24,77,59
,21,5,6,8,60,143,19,35,64,15,21,9,48
,6,4,39,1,24,33,17,24,11,47,61,42,27
,2,14,36,8,19,77,24,43,22,78,21,60,83
,15,7,41,7,19,12,19,7,2,76,10,26,61
,25,20,49,15,25,52,19,29,28,20,11,66,39
,2,21,25,1,10,53,20,9,75,85,54,27,84
,12,24,39,3,27,69,1,7,41,50,16,54,1
,22,29,30,19,40,64,15,15,63,52,20,62,4
,7,19,23,19,19,79,11,32,74,13,44,16,31
,18,15,43,11,58,59,15,47,9,71,10,33,66
,24,23,33,11,45,67,6,33,7,1,12,25,51
,3,27,7,17,41,57,18,10,15,55,47,66,26
,22,12,9,10,47,125,15,29,42,80,67,48,84
,20,29,33,6,57,106,21,32,66,19,20,71,48
,3,12,41,11,18,57,18,22,6,11,17,51,85
,19,19,8,11,31,49,9,38,29,68,16,1,67
,14,8,40,2,36,11,13,30,56,32,61,25,7
,3,24,39,1,3,13,15,50,59,48,23,18,50
,13,14,46,7,15,130,23,32,70,25,52,44,84
,14,13,35,9,19,15,11,23,25,42,44,67,54
,16,14,43,1,33,64,17,11,53,44,54,14,14
,16,24,37,18,28,142,21,32,36,47,34,28,48
,15,12,31,1,51,102,6,38,62,77,80,1,67
,12,17,29,17,55,67,17,14,62,29,32,43,1
,16,4,25,16,39,132,20,26,56,33,30,79,84
,18,22,14,6,34,65,17,21,28,32,82,71,43
,1,23,4,19,28,62,14,38,72,53,33,60,21
,1,28,42,17,11,98,6,28,26,57,68,76,7
,2,23,44,3,31,4,17,21,9,71,82,12,41
,24,14,44,13,7,123,17,29,66,85,85,40,79
,2,5,8,1,33,28,4,33,61,74,9,14,63
,6,15,6,3,21,85,21,11,29,65,42,69,69
,25,22,13,3,32,19,22,19,70,78,24,22,60
,7,12,36,20,29,53,11,22,5,26,38,39,1
,3,10,24,18,4,149,7,31,20,69,68,78,37
,10,15,8,15,52,2,10,41,16,49,64,20,38
,9,7,38,2,4,87,24,36,48,50,82,19,49
,23,30,17,20,58,65,16,44,73,52,23,40,32
,8,26,42,10,32,145,22,18,74,57,20,75,40
,14,1,26,7,46,141,11,31,67,35,2,27,71
,22,20,24,6,57,36,18,26,67,47,32,40,69
,23,15,4,5,16,17,18,43,4,76,77,24,49
,12,21,9,12,8,69,9,42,52,57,62,40,50
,24,22,34,6,21,54,20,46,13,60,18,66,79
,19,30,31,18,57,66,13,5,70,15,63,45,26
,22,21,16,9,10,22,22,1,45,44,4,45,13
,6,18,33,5,2,58,5,18,73,54,51,31,36
,22,10,9,1,15,68,19,50,27,40,30,34,2
,8,12,23,3,23,138,21,45,1,54,55,84,43
,20,2,41,4,2,73,7,5,62,18,43,16,20
,13,30,1,3,2,111,20,4,41,83,37,23,33
,1,8,22,20,15,135,16,45,27,36,30,77,20
,14,25,32,11,55,5,2,32,33,73,61,56,58
,9,20,16,2,5,133,8,27,41,55,55,70,77
,25,16,44,20,16,140,1,28,3,49,63,57,85
,13,29,49,11,35,121,9,29,8,53,33,21,46
,13,8,48,18,58,9,22,8,73,33,41,70,57
,1,23,47,10,32,54,6,19,18,10,51,85,60
,10,6,48,20,14,129,22,25,45,71,75,52,20
,2,12,29,7,22,17,5,36,4,49,81,3,73
,18,3,3,8,6,24,14,1,25,44,58,40,72
,25,9,14,20,22,78,3,20,27,81,78,52,39
,11,12,44,6,7,62,8,2,36,53,33,28,20
,6,9,8,19,36,10,13,15,29,50,83,24,5
,10,15,32,16,33,139,23,37,55,51,71,12,49
,6,23,23,10,11,23,4,20,45,28,37,27,21
,22,24,6,16,10,41,3,2,37,8,60,7,69
,21,8,28,17,53,37,19,21,28,21,84,3,22
,17,27,34,17,44,143,24,39,48,69,40,77,41
,16,9,3,10,49,110,2,38,27,43,38,47,58
,24,20,30,9,44,49,5,13,21,52,80,51,1
,22,9,47,20,40,123,1,3,53,71,64,69,14
,5,19,16,18,32,88,7,26,9,48,72,43,59
,20,9,5,3,54,112,24,18,53,29,23,34,68
,13,27,41,7,22,41,20,29,59,32,34,64,64
,3,15,43,16,18,118,17,4,65,66,79,35,36
,11,28,26,13,42,120,6,19,13,49,68,59,21
,14,19,3,6,26,86,7,2,66,60,60,32,75
,3,15,41,5,32,53,18,15,18,45,64,3,8
,20,27,10,7,44,96,14,46,21,68,41,50,16
,10,1,3,8,43,128,22,36,39,60,8,13,45
,14,7,49,8,25,135,4,40,7,30,75,45,78
,4,1,8,1,54,58,9,15,11,49,78,54,23
,25,9,21,6,42,144,10,32,18,82,66,73,11
,3,25,43,16,39,143,2,33,36,69,77,15,65
,15,11,9,7,25,51,1,47,14,72,28,12,53
,25,17,20,12,43,44,15,20,7,52,60,30,14
,17,24,38,6,19,143,7,8,26,71,53,30,40
,10,23,40,5,55,87,11,33,53,50,56,64,63
,9,1,47,16,18,118,13,15,25,52,83,52,40
,25,23,26,8,51,148,8,49,69,80,38,75,30
,7,12,15,7,41,46,2,43,6,62,61,19,15
,2,29,16,5,24,148,22,43,55,45,76,2,52
,7,3,16,6,40,88,20,3,4,36,46,4,53
,12,9,38,18,12,97,18,37,73,37,54,54,63
,2,13,50,1,3,150,21,8,43,49,39,42,53
,23,9,3,17,31,44,17,45,12,2,81,77,9
,7,12,3,8,33,33,12,42,3,31,61,8,74
,11,4,1,2,8,21,6,26,5,50,9,50,1
,22,18,3,1,32,118,12,29,23,73,45,66,37
,6,22,6,7,2,35,14,31,71,18,20,3,62
,4,19,31,7,24,136,20,1,6,4,55,43,7
,17,15,49,1,30,104,2,19,40,58,56,31,69
,12,1,26,1,10,101,2,2,45,33,70,51,83
,16,17,45,4,2,105,4,37,43,1,2,45,14
,16,24,17,7,28,3,12,48,59,42,85,54,8
,8,4,34,3,50,147,17,33,25,12,22,64,12
,14,15,33,1,13,91,5,9,56,60,18,49,22
,3,6,17,18,14,66,19,30,13,66,5,62,3
,23,12,22,16,26,121,15,36,74,24,59,67,8
,9,5,7,17,13,36,16,30,13,34,79,81,52
,12,27,32,1,15,106,3,47,18,24,29,62,83
,23,12,30,16,3,81,5,18,60,4,48,44,13
,22,8,30,16,36,58,8,22,24,18,44,52,21
,10,21,1,11,12,38,25,4,68,9,64,64,23
,2,10,43,5,25,75,19,33,35,23,60,28,56
,20,5,6,1,25,45,25,1,37,14,22,46,44
,25,9,45,10,12,83,21,40,56,29,16,11,76
,8,21,36,3,28,145,16,15,16,26,16,20,6
,22,2,26,16,19,76,7,33,23,48,19,52,64
,15,24,10,2,21,93,13,35,50,4,24,79,23
,8,14,5,2,1,88,3,9,43,42,6,66,27
,11,3,1,7,23,5,17,5,1,27,77,20,39
,4,10,5,12,32,4,13,34,73,7,6,20,16
,2,12,27,3,59,26,10,18,61,51,10,13,63
,22,22,24,8,54,85,19,32,50,64,3,44,24
,8,21,41,9,42,136,16,25,47,60,64,1,47
,24,11,48,8,5,66,11,34,29,72,38,66,39
,19,17,24,9,9,90,13,17,62,71,24,84,56
,6,11,4,13,37,112,10,21,25,61,12,33,30
,10,24,21,16,55,127,23,50,10,62,23,67,68
,9,12,48,5,56,45,11,6,44,75,42,30,62
,9,29,34,9,47,11,24,48,30,56,41,18,16
,8,5,43,19,26,117,19,14,4,50,68,31,83
,9,24,12,11,43,65,11,1,7,67,2,60,20
,21,25,9,19,60,145,14,18,67,80,59,47,85
,17,16,27,20,41,118,15,33,25,38,14,65,64
,5,7,43,9,21,11,25,1,57,24,36,4,40
,10,29,45,7,9,134,18,7,56,44,19,31,18
,9,22,44,12,59,60,4,27,67,49,79,54,73
,2,18,7,2,17,34,18,46,69,77,57,68,84
,9,14,42,10,57,74,10,13,27,14,35,44,34
,6,14,28,5,4,53,19,32,12,65,8,65,67
,9,6,24,10,13,107,14,50,40,83,48,15,51
,1,26,41,1,22,56,1,37,65,69,69,42,34
,5,16,38,9,5,109,14,49,11,84,38,40,69
,19,9,15,6,14,136,1,19,13,31,31,71,83
,20,11,19,12,40,31,19,42,10,47,84,55,82
,13,18,15,3,55,119,3,34,73,44,45,28,47
,22,27,10,7,37,15,20,1,36,70,23,72,52
,6,2,43,3,51,87,20,48,36,32,33,83,16
,13,23,37,18,20,12,16,37,52,59,56,49,43
,5,22,20,3,39,72,21,14,7,76,62,84,28
,21,27,39,8,43,68,10,33,47,78,24,56,73
,25,22,41,8,51,121,21,25,44,10,16,75,22
,20,16,40,20,58,120,1,36,27,4,32,2,5
,6,26,25,12,5,140,16,25,43,6,50,36,41
,14,6,46,1,23,30,10,27,58,60,6,49,59
,6,30,25,1,44,7,22,7,25,58,31,24,82
,10,17,47,3,41,102,22,21,29,2,53,11,51
,13,9,4,1,17,61,5,7,75,23,15,74,56
,15,15,1,9,1,10,9,12,13,18,53,16,58
,5,25,33,10,17,9,13,25,17,23,56,70,22
,9,16,10,3,36,27,7,21,62,11,71,49,37
,17,4,29,9,29,46,14,4,27,59,62,18,6
,24,20,28,4,14,55,6,31,71,77,20,39,72
,25,23,27,12,17,13,17,9,19,26,6,75,31
,23,26,42,2,60,71,1,25,34,52,35,54,64
,18,30,5,12,42,30,18,3,39,29,55,13,19
,3,27,27,8,36,93,8,36,47,11,47,14,4
,10,18,38,7,56,124,11,26,42,9,9,6,78
,1,2,33,19,44,44,9,34,31,78,40,22,13
,5,15,22,3,58,6,8,47,37,28,32,71,32
,3,26,1,11,7,91,1,17,36,32,20,55,67
,6,14,13,20,38,61,3,19,62,79,67,15,42
,21,28,12,10,6,105,23,9,26,34,5,44,59
,19,20,38,14,44,146,13,6,69,67,27,27,27
,9,13,35,10,9,114,21,2,15,10,78,55,63
,10,10,47,14,7,51,5,35,17,59,56,65,84
,10,22,40,14,41,80,17,24,63,65,24,42,60
,10,23,50,10,44,57,18,2,32,59,23,4,11
,3,21,31,10,51,96,22,12,37,58,25,25,43
,11,6,50,4,52,100,12,32,57,24,54,39,43
,11,10,43,6,36,122,13,32,71,85,63,21,27
,16,15,23,12,43,51,14,39,61,66,83,76,29
,8,2,46,12,50,112,19,6,10,84,22,77,30
,24,5,15,11,37,97,1,31,27,12,14,32,1
,18,13,47,7,33,97,5,25,33,61,49,84,25
,1,22,12,18,17,107,11,36,2,48,19,52,77
,7,17,15,20,55,136,19,38,18,67,9,17,11
,5,30,27,4,10,125,10,32,35,10,40,65,21
,24,9,8,6,54,62,7,8,48,34,51,68,74
,14,9,44,14,56,44,24,23,31,29,8,7,58
,13,8,21,20,51,56,17,45,13,4,66,47,22
,5,27,44,17,18,142,13,47,17,46,68,37,12
,22,5,45,6,7,142,25,31,46,50,5,11,31
,13,30,26,13,35,120,25,38,46,83,14,42,59
,16,7,42,10,30,43,25,31,48,52,15,45,33
,21,29,9,6,15,59,25,48,41,51,36,12,50
,9,10,42,4,20,126,19,7,13,32,46,6,59
,4,16,22,13,52,62,5,16,52,36,29,16,59
,12,6,47,2,47,81,3,19,7,5,44,29,83
,15,10,50,10,42,69,15,45,35,13,76,84,12
,19,28,13,3,37,39,15,22,11,52,17,33,23
,25,25,21,14,4,77,8,29,17,57,1,77,37
,16,8,45,7,60,97,2,16,28,82,29,42,83
,21,15,37,13,36,10,22,37,1,34,5,61,46
,7,24,18,12,23,72,25,30,67,18,1,5,17
,10,21,11,1,60,11,15,2,52,18,26,32,70
,15,24,23,6,48,138,13,25,2,46,16,11,56
,10,20,13,3,14,115,17,39,8,83,2,55,12
,25,10,28,20,56,67,17,15,21,21,45,70,67
,11,20,47,5,24,15,13,28,24,17,11,26,52
,14,13,25,5,58,138,23,16,70,24,17,18,9
,20,8,1,1,25,119,9,35,46,44,76,75,68
,9,12,38,6,11,5,5,9,30,55,31,10,85
,14,23,39,6,1,12,8,13,23,14,3,64,80
,10,15,46,9,52,120,4,37,71,56,40,31,78
,15,22,22,18,29,42,16,49,5,23,11,80,6
,8,20,37,2,29,148,14,24,50,33,54,58,21
,6,9,16,19,6,69,24,35,58,61,49,69,63
,7,15,32,11,11,23,17,20,33,73,41,52,9
,15,21,47,10,12,81,18,25,63,31,72,70,14
,8,16,50,19,26,9,12,5,13,77,77,50,77
,11,10,46,1,50,19,24,9,7,8,53,57,30
,5,22,8,14,44,110,13,15,43,79,61,45,61
,15,25,46,9,26,1,19,31,39,28,40,23,1
,10,11,27,19,47,23,3,45,69,51,43,47,68
,12,5,5,17,12,40,1,10,17,43,21,44,38
,1,2,2,16,56,4,6,10,12,76,17,41,85
,21,24,34,10,56,56,14,33,58,64,43,84,63
,5,15,12,10,22,9,9,1,22,7,17,60,28
,9,9,14,6,30,63,13,10,30,38,31,22,85
,6,16,15,14,16,110,4,39,40,45,84,27,68
,9,15,47,1,7,76,12,45,74,34,31,12,16
,23,15,20,8,13,94,9,40,39,50,57,21,25
,14,22,6,8,47,71,14,17,3,28,21,27,84
,7,12,7,11,25,117,16,9,39,75,80,30,50
,12,18,37,15,40,125,3,30,34,37,75,48,23
,10,22,15,7,49,7,20,9,17,38,47,67,22
,16,25,36,1,51,73,16,44,60,8,64,9,68
,17,4,5,13,55,52,23,30,1,81,37,28,61
,7,26,17,12,21,113,6,41,6,27,6,66,55
,19,5,2,10,6,60,13,32,45,62,72,40,3
,11,15,10,15,19,121,13,17,16,26,85,18,3
,3,18,43,6,48,124,16,47,38,65,50,84,15
,14,1,43,6,28,18,15,15,33,20,23,66,63
,10,6,6,20,58,3,24,38,59,71,54,48,29
,5,6,6,14,41,59,24,16,50,29,40,25,10
,3,24,49,17,17,113,9,11,21,83,45,10,1
,11,2,50,3,40,40,23,18,54,32,73,2,44
,19,12,49,18,50,127,20,5,7,33,7,23,63
,7,25,47,2,15,33,23,6,49,19,13,40,20
,20,29,29,12,24,134,10,26,2,4,74,2,38
,7,17,44,16,22,28,19,3,12,26,34,57,80
,9,12,43,13,31,70,7,23,23,36,9,84,82
,18,27,40,2,36,123,1,19,75,34,26,56,71
,8,20,47,14,48,95,20,36,1,29,35,80,4
,22,18,31,6,11,1,9,10,62,82,64,24,80
,4,17,17,11,5,40,20,30,68,55,59,53,2
,24,1,49,10,15,43,12,7,67,33,39,44,71
,25,22,24,19,27,64,1,35,52,18,3,21,53
,20,28,17,12,28,144,21,23,38,58,78,78,20
,16,29,10,16,42,45,1,22,4,17,27,33,77
,5,9,27,14,33,29,13,9,48,51,57,49,8
,14,21,23,5,43,86,15,46,3,58,29,39,52
,21,12,2,6,30,74,13,27,74,78,37,15,45
,20,4,46,4,60,19,9,46,55,32,40,10,22
,18,5,21,17,9,94,20,6,53,13,6,80,24
,25,11,33,15,14,139,5,20,1,12,68,42,80
,25,12,19,11,6,150,8,41,16,33,42,73,78
,3,17,8,19,54,131,1,4,74,7,34,41,5
,14,4,2,9,17,110,1,45,50,36,72,8,34
,16,16,13,4,40,84,18,14,40,50,59,27,50
,5,5,16,2,6,9,17,43,74,74,39,28,8
,24,20,20,17,37,136,21,44,22,79,76,58,5
,17,27,23,11,36,105,5,25,16,74,39,84,68
,21,8,35,7,6,144,10,20,14,66,63,56,42
,19,29,9,13,48,54,15,41,28,23,12,51,80
,24,1,39,1,4,13,24,48,69,51,73,48,37
,2,21,39,3,12,97,13,4,12,40,19,29,56
,18,8,34,7,18,15,24,41,20,51,72,48,25
,21,18,44,1,3,48,20,43,17,43,25,58,43
,22,13,10,3,53,129,15,28,28,29,13,62,13
,1,16,28,4,3,73,7,15,27,53,45,78,30
,2,19,28,9,28,20,10,7,57,37,73,9,23
,10,25,2,1,50,111,11,14,46,81,22,79,70
,8,5,23,14,36,12,7,3,4,51,1,38,35
,12,18,18,6,24,54,7,8,39,10,75,35,61
,18,25,31,10,32,38,21,32,24,66,37,62,11
,3,29,32,13,14,106,14,10,11,49,67,15,1
,2,4,17,9,34,41,1,43,17,78,2,63,32
,12,12,29,7,59,44,2,29,20,36,29,8,40
,1,1,40,11,9,39,15,28,23,18,14,72,43
,7,20,42,2,53,117,11,16,5,18,4,5,85
,2,26,20,17,35,52,3,47,4,26,48,29,30
,12,4,23,9,50,86,2,2,22,2,51,3,43
,16,25,7,19,43,97,23,22,74,22,28,30,27
,20,7,16,12,49,22,13,30,43,81,60,29,12
,3,18,29,12,11,113,11,15,72,78,82,60,80
,10,27,30,15,19,141,1,31,71,39,7,42,30
